,rnd_opt,rnd_90
0,0.25,0.25
1,0.125,0.125
2,0.015625,0.015625
3,0.125,0.1875
4,0.0625,0.125
5,0.03125,0.0625
6,0.03125,0.03125
7,0.015625,0.015625
8,0.0078125,0.01171875
9,0.00390625,0.03125
10,0.046875,0.109375
11,0.015625,0.09375
12,0.015625,0.015625
13,0.00390625,0.046875
14,0.00146484375,0.00146484375
15,0.00048828125,0.0068359375
16,0.0003662109375,0.00091552734375
17,4.57763671875e-05,0.001434326171875
18,1.9073486328125e-05,0.000247955322265625
19,3.814697265625e-06,0.00011444091796875
